title,url,matching_questions,similarity
Why former GOP Rep. predicts Gaetz nomination will be withdrawn,https://www.youtube.com/watch?v=m_cmH5Hlsjo,Will Matt Gaetz be Trump's Attorney General?,0.5982234477996826
Why former GOP Rep. predicts Gaetz nomination will be withdrawn,https://www.youtube.com/watch?v=m_cmH5Hlsjo,Matt Gaetz confirmed as Attorney General?,0.5720651149749756
Why former GOP Rep. predicts Gaetz nomination will be withdrawn,https://www.youtube.com/watch?v=m_cmH5Hlsjo,Will Trump use a recess appointment for Matt Gaetz?,0.552100419998169
Why former GOP Rep. predicts Gaetz nomination will be withdrawn,https://www.youtube.com/watch?v=m_cmH5Hlsjo,Will Trump nominate Stephen Hahn for FDA Commissioner?,0.42956966161727905
Why former GOP Rep. predicts Gaetz nomination will be withdrawn,https://www.youtube.com/watch?v=m_cmH5Hlsjo,Will Trump nominate Scott Gottlieb for FDA Commissioner?,0.4277614951133728
Why former GOP Rep. predicts Gaetz nomination will be withdrawn,https://www.youtube.com/watch?v=m_cmH5Hlsjo,Will Trump nominate David Friedberg for FDA Commissioner?,0.41383785009384155
Why former GOP Rep. predicts Gaetz nomination will be withdrawn,https://www.youtube.com/watch?v=m_cmH5Hlsjo,Will Trump nominate Garret Graves for Transportation Secretary?,0.40374618768692017
Why former GOP Rep. predicts Gaetz nomination will be withdrawn,https://www.youtube.com/watch?v=m_cmH5Hlsjo,Will Trump nominate Andrew Puzder for Labor Secretary?,0.4030231833457947
Why former GOP Rep. predicts Gaetz nomination will be withdrawn,https://www.youtube.com/watch?v=m_cmH5Hlsjo,Will Trump nominate Tim Scott for HUD Secretary?,0.4021807014942169
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump formally nominate RFK Jr. to the cabinet?,0.5697135329246521
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Trump nominates Elon Musk to Cabinet?,0.5369417667388916
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump nominate Doug Burgum for Energy Secretary?,0.5128993988037109
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump nominate Sid Miller for Agriculture Secretary?,0.5083768367767334
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,"Will Trump nominate Robert F. Kennedy, Jr. for Agriculture Secretary?",0.4975057542324066
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump nominate William J. Pulte for HUD Secretary?,0.49576613306999207
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump nominate Tim Scott for HUD Secretary?,0.49565374851226807
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump formally nominate Tulsi Gabbard to the cabinet?,0.4868708550930023
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump nominate Thomas Massie for Agriculture Secretary?,0.4764273166656494
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump use a recess appointment for Matt Gaetz?,0.4743811786174774
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump nominate Rick Perry for Energy Secretary?,0.47418373823165894
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump nominate Mark Menezes for Energy Secretary?,0.4710543155670166
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump nominate Ben Carson for HUD Secretary?,0.4690409302711487
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump nominate Dan Brouillette for Energy Secretary?,0.4621116518974304
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump nominate Scott Bessent for Treasury Secretary?,0.4591333270072937
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump nominate Robert Lighthizer for Treasury Secretary?,0.45874693989753723
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will RFK be a member of the Trump administration?,0.45485609769821167
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump nominate Ted McKinney for Agriculture Secretary?,0.4541327953338623
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump nominate Paul Dabbar for Energy Secretary?,0.4512065052986145
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Trump wins and picks Dimon for Treasury Secretary?,0.4493826627731323
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump nominate Stephen Hahn for FDA Commissioner?,0.44892239570617676
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump nominate Jay Clayton for Treasury Secretary?,0.44891223311424255
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump nominate Brian Montgomery for HUD Secretary?,0.4480401277542114
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump nominate Robert Lighthizer for Commerce Secretary?,0.4472326636314392
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump nominate Steven Mnuchin for Treasury Secretary?,0.44436419010162354
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump nominate Andrew Puzder for Labor Secretary?,0.4418465495109558
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Christopher Miller be Trump's Defense Secretary?,0.4415360689163208
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump nominate Kip Tom for Agriculture Secretary?,0.4409979283809662
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump nominate Larry Kudlow for Treasury Secretary?,0.4408668279647827
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Doug Burgum be a member of the Trump administration?,0.44073373079299927
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump nominate Sam Graves for Transportation Secretary?,0.4382212162017822
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump nominate Bill Hagerty for Treasury Secretary?,0.43613141775131226
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump nominate Bill Hagerty for Commerce Secretary?,0.42915183305740356
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump nominate Brandon Williams for Labor Secretary?,0.4289984405040741
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump win another state by the largest margin?,0.4245508313179016
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will RFK Jr. be Trump's HHS Secretary?,0.42311426997184753
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump nominate Ryan Walters for Education Secretary?,0.42310217022895813
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump nominate Glenn Youngkin for Education Secretary?,0.42158180475234985
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump nominate Jamie Dimon for Treasury Secretary?,0.42098385095596313
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Pete Hegseth be Trump's Defense Secretary?,0.4186028838157654
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump nominate Howard Lutnick for Treasury Secretary?,0.41839471459388733
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump nominate Ben Carson for Education Secretary?,0.4167175889015198
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump nominate RFK for FDA Commissioner?,0.41610080003738403
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Matthew Whitaker be Trump's Attorney General?,0.41582995653152466
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Thomas Massie be Trump's Defense Secretary?,0.4157857298851013
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump nominate John Paulson for Treasury Secretary?,0.4123097062110901
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Marco Rubio be a member of the Trump administration?,0.4110918939113617
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump nominate Tiffany Justice for Education Secretary?,0.4105037748813629
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump nominate Garret Graves for Transportation Secretary?,0.4100267291069031
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Brian Blase be Trump's HHS Secretary?,0.4092334508895874
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Ken Paxton be Trump's Attorney General?,0.4089398980140686
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump nominate Dana Wade for HUD Secretary?,0.4072222113609314
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Eric Hargan be Trump's HHS Secretary?,0.40687042474746704
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump nominate Joseph Gulfo for FDA Commissioner?,0.4061061143875122
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Trump nominate Jim O'Neill for FDA Commissioner?,0.4041341245174408
He's doing it all for show': Kara Swisher reacts to Trump's cabinet picks,https://www.youtube.com/watch?v=ZC6Ry9WBjgA,Will Robert O'Brien be Trump's Defense Secretary?,0.4036238193511963
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Pete Hegseth be Trump's Defense Secretary?,0.6846078634262085
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will RFK Jr. be Trump's HHS Secretary?,0.6514580249786377
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,RFK Jr. confirmed as Health & Human Services Secretary?,0.627057671546936
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Eric Hargan be Trump's HHS Secretary?,0.6083769798278809
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Brian Blase be Trump's HHS Secretary?,0.6024751663208008
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Pete Hegseth confirmed as Secretary of Defense?,0.5917094945907593
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Ben Carson be Trump's HHS Secretary?,0.5826070308685303
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Christopher Miller be Trump's Defense Secretary?,0.5602961778640747
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Brandon Williams for Labor Secretary?,0.5595702528953552
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Joni Ernst be Trump's Defense Secretary?,0.5549995303153992
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump formally nominate RFK Jr. to the cabinet?,0.5548357963562012
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Joe Grogan be Trump's HHS Secretary?,0.5542861819267273
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will RFK be a member of the Trump administration?,0.5487817525863647
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Robert O'Brien be Trump's Defense Secretary?,0.5470086336135864
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Jay Clayton for Treasury Secretary?,0.5440208911895752
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Thomas Massie be Trump's Defense Secretary?,0.5419903993606567
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Tom Cotton be Trump's Defense Secretary?,0.5366365313529968
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Sid Miller for Agriculture Secretary?,0.5328938364982605
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Bobby Jindal be Trump's HHS Secretary?,0.5324897170066833
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Paul Mango be Trump's HHS Secretary?,0.5310459733009338
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Dan Brouillette for Energy Secretary?,0.5270845890045166
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate RFK for FDA Commissioner?,0.5260814428329468
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Mike Waltz be Trump's Defense Secretary?,0.5224354863166809
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Mark Menezes for Energy Secretary?,0.521818995475769
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Matthew Whitaker be Trump's Attorney General?,0.517317533493042
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Mike Gallagher be Trump's Defense Secretary?,0.5154809355735779
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,"Will Trump nominate Robert F. Kennedy, Jr. for Agriculture Secretary?",0.5152844190597534
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Tim Scott for HUD Secretary?,0.5114530324935913
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Mike Pompeo be Trump's Defense Secretary?,0.5102959871292114
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Kip Tom for Agriculture Secretary?,0.5102493762969971
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Ben Carson for HUD Secretary?,0.5070478916168213
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Brian Montgomery for HUD Secretary?,0.504774272441864
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Mike Davis be Trump's Attorney General?,0.5028137564659119
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Scott Bessent for Treasury Secretary?,0.49801307916641235
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Trump wins and picks Dimon for Treasury Secretary?,0.49608489871025085
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Thomas Massie for Agriculture Secretary?,0.49121159315109253
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Tiffany Justice for Education Secretary?,0.4912070035934448
